URL,Score,Risk Level,Content-Security-Policy,X-Frame-Options,Strict-Transport-Security,X-Content-Type-Options,Referrer-Policy,Permissions-Policy,Timestamp
https://marcallred.com,0/6,HIGH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,2026-03-16 18:17:06
